Titulo,Empresa,Local,Data,Categoria
Consultor(a) Imobiliário(a) Loja Lourinhã/ Bombarral,ERA Imobiliária,Lisboa,12-9-2024,Comercial / Vendas
Atletas Femininas para Futsal,CARLOS ALBERTO GOMES LOPES,Leiria,12-9-2024,Desporto / Ginásios
Mecânico Polivalente,MER Construções Lda.,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Vendedor(a) de Loja,SARA ISABEL VIRTUOSO BRAVO UNIPESSOAL LDA,Faro,12-9-2024,Comercial / Vendas
Operário Fabril (M/F) - FORTE DA CASA / ALVERCA,ELECTRO PORTUGAL,Lisboa,12-9-2024,Indústria / Produção
Consultor(a) Imobiliário(a) Óbidos,ERA Imobiliária,Leiria,12-9-2024,Comercial / Vendas
"Diretor Recursos Humanos - Lagos, Algarve",Nobislux Engenharia Unipessoal Lda,Faro,12-9-2024,Gestão RH
Recepcionista com Experiência em Hotelaria para Alojamento Local no Centro de Lisboa,Magnolia Spot,Lisboa,12-9-2024,Hotelaria / Turismo
ARQUITETO(A) COORDENADOR DEPARTAMENTO PROJECTO para Aveiro,"MODIKO - ESTRUTURAS PARA CONSTRUCAO, LDA",Aveiro,12-9-2024,Arquitectura / Design
Professor/a de 2º Ciclo  MATEMÁTICA,S.I.B. A Voz do Operário,Lisboa,12-9-2024,Educação / Formação
Ajudante de Cozinha - Zona de Oeiras (Carnaxide) - Pastelaria / Croissanteria,Croissanteria Portuguesa - Carnaxide,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Empregado(a) de Balcão - (Part-Time 25hrs),Crush Doughnuts,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Engenheiro Civil,Globiprata,Lisboa,12-9-2024,Engenharia ( Civil )
Animação Hoteleira Madeira - Funchal,Apreciarte,Madeira,12-9-2024,Hotelaria / Turismo
Colaborador/a para Serviço de Apoio ao Cliente e Pós-Venda,VitrineMedia Iberia,Faro,12-9-2024,Transportes / Logística
Motorista de Ligeiros M/F (INCLUI CARGAS E DESCARGAS),PADARIA DAS NEVES,Viana do Castelo,12-9-2024,Transportes / Logística
Representante Comercial,ERA,Porto,12-9-2024,Comercial / Vendas
Chef Padaria (m/f/d),"bbgourmet, lda",Porto,12-9-2024,Restauração / Bares / Pastelarias
Precisa-se empregada balcão,Docel,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Contabilista ou Técnico de Contabilidade (m/f) - Lisboa,"Olivais Conta - Gabinete de Contabilidade, Lda.",Lisboa,12-9-2024,Contabilidade / Finanças
Engenheiro(a) Civil,"Urbi3 Construções, Lda",Porto,12-9-2024,Engenharia ( Civil )
Motorista para Distribuição,"QUIMILONGRA-ESPECIALIDADES QUIMICAS, LDA.",Lisboa,12-9-2024,Transportes / Logística
A Neoturf (www.neoturf.pt) está a recrutar Engenheiro Agrónomo ou Arquiteto Paisagista,Neoturf - Espaços Verdes,Porto,12-9-2024,Arquitectura / Design
Enfermagem (m/f) Irlanda,FLEXON SOLUTIONS,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Trabalhadores da construção civil experientes  Holanda,IB RECRUTEMENT BUCAREST SRL,( Todas as Zonas ),12-9-2024,Construção Civil
Médicos especialistas - França,IB RECRUTEMENT BUCAREST SRL,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Subchefe de Sala (m/f) - Hotel Vincci Ponte de Ferro 4*,Vincci Hoteles,Porto,12-9-2024,Hotelaria / Turismo
Lojista para LOJA CAVALINHO Glicínias Plaza - Aveiro,"Scenic Mountain, Lda",Aveiro,12-9-2024,Lojas / Comércio / Balcão
Funcionário/a para pastelaria em MASSAMÁ,A Primórdio Lda,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Opérateur/Gestion de dossier d'assurance en langue française - Braga,Call Center AMS,Braga,12-9-2024,Call Center / Help Desk
Intermediário(a) de Crédito  para ERA Peniche/ Óbidos e ERA Lourinhã/ Bombarral,ERA Imobiliária,Leiria,12-9-2024,Banca / Seguros / Serviços Financeiros
Técnico (a) Segurança e Saude no Trabalho (Maia),Gasodata Unipessoal Lda,Porto,12-9-2024,Serviços Técnicos
Empregada de Balcão para Loja de Artigos Ortopédicos na Póvoa de Varzim (m/f) Part-Time,"Ortomedifar, lda",Porto,12-9-2024,Lojas / Comércio / Balcão
Carreira de idosos de língua francesa procurada por uma senhora com demência - na Suiça,Sentivo GmbH,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Operador de forno de tempera de vidro - Sintra,VIDROFORNENSE,Lisboa,12-9-2024,Indústria / Produção
Ajudante de Pastelaria,"SEM HORAS, LDA",Setubal,12-9-2024,Restauração / Bares / Pastelarias
Contabilista certificado/Tecnico de contabilidade,GAT LDA,Porto,12-9-2024,Contabilidade / Finanças
Engenheiro Civil/Diretor de Obra (M/F),ADOPTHOUSE - UNIPESSOAL LDA,Porto,12-9-2024,Engenharia ( Civil )
Contabilista,"VLGA, Lda",Lisboa,12-9-2024,Contabilidade / Finanças
Topografo - Sector Fotovoltaico [ Nacional e Internacional ],ENERSADO,Lisboa,12-9-2024,Construção Civil
Engenheiro Civil _ Diretor de Fiscalização- Algarve,ADPN-ENGENHARIA E MANUTENCAO UNIPESSOAL LDA,Faro,12-9-2024,Engenharia ( Civil )
Rececionista Rent-a-Car (M/F) AUTO GREEN - Vilamoura - SETEMBRO,AUTO GREEN RENT A CAR,Faro,12-9-2024,Hotelaria / Turismo
Consultor Imobiliário para Algés / Lisboa - Com/Sem Experiencia,Century 21 Polo Central,Lisboa,12-9-2024,Imobiliário
Farmacêutico Comunitário - Manipulados - Lisboa,Farma Ads,Lisboa,12-9-2024,Farmácia / Biotecnologia
Farmacêutico Comunitário - Manipulados - Lisboa,Farma Ads,Lisboa,12-9-2024,Farmácia / Biotecnologia
Empregada/o de Mesas e Balção,"PAUTA DE GENIOS, SGPS, LDA",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Comercial / Gestor de Clientes Para Ginásio PHIVE Lisboa,Bom Pulso PHIVE,Lisboa,12-9-2024,Comercial / Vendas
"Copeiro, Rest Italiano Lisboa/1000 limpos/Horário continuo/40h semanais/2 folgas por semana","A5 do Paço, Lda",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Consultor Imobiliário,"Maxloja, Mediação Imobiliária, Lda",Lisboa,12-9-2024,Comercial / Vendas
Estagiário (a) Contabilidade,"VLGA, Lda",Lisboa,12-9-2024,Contabilidade / Finanças
Innkeeper,The Innkeeper,Lisboa,12-9-2024,Hotelaria / Turismo
Recrutamos Técnico Eletricista/ajudante Eletricista (Porto),Anónimo,Porto,12-9-2024,Serviços Técnicos
Técnico de Eletromecânica (M/F) Maia/Porto,Gasodata Unipessoal Lda,Porto,12-9-2024,Conservação / Manutenção / Técnica
Check in Manager,Central Hill Apartments,Lisboa,12-9-2024,Hotelaria / Turismo
Tecnico de Farmácia ou TAF com experiência,Pharma N Lda,Porto,12-9-2024,Farmácia / Biotecnologia
Empregado de Mesa Rest. Italiano (M/F) 1000 limpos+prémios/40h semanais/Horário continuo/ 2 Folgas,"A5 do Paço, Lda",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Manutenção de apartamentos de alojamento local,Central Hill Apartments,Lisboa,12-9-2024,Hotelaria / Turismo
Condutor de Tuk Tuk (Guia Turístico-Alemão/Francês/Italiano) em Lisboa,TukGuide Portugal,Lisboa,12-9-2024,Hotelaria / Turismo
Auxiliar de Limpeza com Carta de Condução- Zona Cascais (Murches),Centralmed,Lisboa,12-9-2024,Limpezas / Domésticas
Cuidadores para a Terceira Idade na Republica da Irlanda,ALHomecare,Outros Locais - Estrangeiro,12-9-2024,Beleza / Moda / Bem Estar
Assistente Consultório - Clínica Médica em Lisboa (Saldanha),Clínica Médica em Lisboa,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Recepcionista para Grupo Hoteleiro em expansão,Dear Lisbon Houses,Lisboa,12-9-2024,Hotelaria / Turismo
Gestor(a) Processual,"LIVINGMOODS, UNIPESSOAL LDA",Setubal,12-9-2024,Administração / Secretariado
Consultor Imobiliário (M/F) com e sem experiência (Lisboa e Cascais),Zome Benfica,Lisboa,12-9-2024,Imobiliário
Técnico de Hardware/Redes - Paredes,PRN Informática,Porto,12-9-2024,Informática ( Gestão de Redes )
"Profissionais de Limpeza com Carta de Condução  Lisboa, Cascais e Sintra",Maid2Shine,Lisboa,12-9-2024,Limpezas / Domésticas
Farmácia Viana D`Arque (Viana) pretende admitir profissionais de farmácia,Farmácia,Viana do Castelo,12-9-2024,Farmácia / Biotecnologia
Consultor Imobiliário - Lisboa / Alcantara URGENTE,POLO MED - MEDIACAO IMOBILIARIA LDA,Lisboa,12-9-2024,Imobiliário
Cuidadores para a terceira idade para a Republica da Irlanda,ALHomecare,Outros Locais - Estrangeiro,12-9-2024,Serviços Sociais
Empregos para Enfermeira/o internos na Irlanda: Ganhe 2.517 a 2.896 euros brutos por mês,ALHomecare,Outros Locais - Estrangeiro,12-9-2024,Serviços Sociais
Montador de Contenção e Andaimes,SYSTVERTICAL - SYSTEMA VERTICAL DE ENGENHARIA LDA,Setubal,12-9-2024,Construção Civil
Consultor/a Imobiliário/a Oeiras FORMAÇÃO REMUNERADA,ELITE HOMES Real Estate,Lisboa,12-9-2024,Comercial / Vendas
Engenheiro Civil - Diretor de Obra para Lisboa e arredores,"Decoverdi, S.A.",Lisboa,12-9-2024,Engenharia ( Civil )
Precisa-se Churrasqueiro para TERRINA TAKE AWAY VILA NOVA DE GAIA,Terrina,Porto,12-9-2024,Restauração / Bares / Pastelarias
Estamos a contratar  Manobrador de Empilhadores / Fiel de Armazém,POINTPLAC LDA,Lisboa,12-9-2024,Transportes / Logística
Gestor de Clientes,The Innkeeper,Lisboa,12-9-2024,Hotelaria / Turismo
Contabilista (m/f),ENERSADO,Setubal,12-9-2024,Contabilidade / Finanças
Engenheiro Projetista,Remax Direct,Braga,12-9-2024,Engenharia ( Civil )
Lavador de Viaturas - Entrada Imediata Barcelos,Confiauto - SA,Braga,12-9-2024,Conservação / Manutenção / Técnica
Assistente de Logística  Exportação (m/f),"José Maria Vieira, SA",Porto,12-9-2024,Comercial / Vendas
Farmacêutico / Técnico de Farmácia - Albufeira,FARMACIA MARQUES SILVA UNIPESSOAL LDA,Faro,12-9-2024,Farmácia / Biotecnologia
Técnico Administrativo (m/f),Instituto CRIAP,Porto,12-9-2024,Banca / Seguros / Serviços Financeiros
Comercial com ou sem experiência para Leiria (m/f),CasasGO,Leiria,12-9-2024,Comercial / Vendas
Motorista TVDE  Uber/Bolt (M/F),PASSOS E TRAJETORIAS - TRANSPORTES UNIPESSOAL LDA,Lisboa,12-9-2024,Transportes / Logística
Assistente administrativo para empresa de gestão de condomínios (M/F) - Lisboa,Olivais Gest - Administração de Condomínios Lda,Lisboa,12-9-2024,Administração / Secretariado
Recrutamos Técnico Comercial para suporte interno (Linha de Sintra),Anónimo,Lisboa,12-9-2024,Administração / Secretariado
Lavandaria Industrial procura reforçar a sua equipa com a admissão de Calandrador/Dobrador,OM WASH,Faro,12-9-2024,Hotelaria / Turismo
PROFESSOR(a) 1º CICLO,WETEACH Águas Santas,Porto,12-9-2024,Educação / Formação
Gestor de Patrimonial (M/F) - Região de AVEIRO,ALUGA SEGURO,Aveiro,12-9-2024,Comercial / Vendas
Farmacêutico(a) em Penalva do Castelo,Confidencial,Viseu,12-9-2024,Farmácia / Biotecnologia
Mecânico,"SKYPRESTIGE, LDA",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Operacional de Exportação / Importação Marítima,Início Transitários Lda,Porto,12-9-2024,Transportes / Logística
Assistente Contabilidade(a) - Leça da Palmeira,SEPRAMA GESTAO E INVESTIMENTOS S A,Porto,12-9-2024,Administração / Secretariado
"Gestor de Redes Sociais em Valadares, Vila Nova de Gaia",Gaya Espaço Luz,Porto,12-9-2024,Publicidade / Marketing
Comercial - Loures,Sector Alarm Portugal Unipessoal Lda,Lisboa,12-9-2024,Comercial / Vendas
Rececionista para Clínica,Centro Catarina Lucas,Lisboa,12-9-2024,Administração / Secretariado
Innkeeper,The Innkeeper,Lisboa,12-9-2024,Hotelaria / Turismo
"Encarregado Construção Civil - Lagoa, Algarve","TECNOCONCEPT, Construção e Manutenção, SA",Faro,12-9-2024,Construção Civil
Técnico de Contabilidade (M/F) - Leiria - FULL-TIME,JONASCONTA CONTABILIDADE FISCALIDADE LDA,Leiria,12-9-2024,Contabilidade / Finanças
Data Analyst (0 Experience Required),Peroptyx,( Todas as Zonas ),12-9-2024,Informática (Comercial/Gestor de Conta)
Diretor técnico de obra,"Blue Arqmove, Lda.",Setubal,12-9-2024,Engenharia ( Civil )
Servico de mesa Porto,"RITMOS DA PRIMAVERA, LDA",Porto,12-9-2024,Hotelaria / Turismo
Técnico Superior de Segurança no Trabalho N4-N6 (Europa),LIZMONTAGENS,Outros Locais - Estrangeiro,12-9-2024,Engenharia ( Ambiente )
Estamos a contratar Técnico comercial Zona Sul,POINTPLAC LDA,Setubal,12-9-2024,Comercial / Vendas
Comercial (Gestor de Clientes) Algarve,"TFUEL, Unipessoal Lda",Faro,12-9-2024,Comercial / Vendas
Administrativo/a para Departamento de Compras e Logística,Anonima,Lisboa,12-9-2024,Administração / Secretariado
Farmácia Moura Glicínias (Aveiro) pretende admitir Profissionais de Farmácia,Farmácia,Aveiro,12-9-2024,Farmácia / Biotecnologia
Medidor Orçamentista,Pascoal Monteiro Construções,Lisboa,12-9-2024,Engenharia ( Civil )
Técnico de Manutenção,Confiauto - SA,Braga,12-9-2024,Conservação / Manutenção / Técnica
Empregado de armazém,"BLUEFOX - PRODUTOS PARA REPARAÇÃO AUTOMÓVEL, LDA",Porto,12-9-2024,Transportes / Logística
Gestor Patrimonial (M/F) - Área Metropolitana do Porto,ALUGA SEGURO,Porto,12-9-2024,Comercial / Vendas
Comercial de Loja (M/F),Allmat,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Mecânico Automóvel Braga  - Entrada Imediata,Confiauto - SA,Braga,12-9-2024,Conservação / Manutenção / Técnica
Assistente dentária,"ADS Advance Dental System, Lda",Braga,12-9-2024,Saúde / Medicina / Enfermagem
Assessor Financeiro/Contabilidade (f/m) - Caldas da Rainha,"UWU SOLUTIONS, LDA",Leiria,12-9-2024,Contabilidade / Finanças
Técnico de Segurança no Trabalho - Nível 4 - Bolsa até 650 - Vila Nova de Gaia,RFA,Porto,12-9-2024,Educação / Formação
Comercial - Lisboa (Bobadela),Sector Alarm Portugal Unipessoal Lda,Lisboa,12-9-2024,Comercial / Vendas
Precisa-se para Intermarche de CARREGAL DO SAL,Intermarche de Tondela,Viseu,12-9-2024,Comercial / Vendas
Encarregado de Infraestruturas para Lisboa e arredores,"Decoverdi, S.A.",Lisboa,12-9-2024,Construção Civil
Técnico de Sistemas de Segurança Eletrónica M/F,"WF - SISTEMAS DE SEGURANÇA, LDA",Lisboa,12-9-2024,Serviços Técnicos
Precisa-se de Comercial para empresa de energias renováveis,Sinersol,Lisboa,12-9-2024,Comercial / Vendas
Mecânico - Entrada Imediata  Goios (Barcelos),Confiauto - SA,Braga,12-9-2024,Conservação / Manutenção / Técnica
Redecor - Operador desinfeções reservatórios água,"Redecor, SA",( Todas as Zonas ),12-9-2024,Conservação / Manutenção / Técnica
Administrativa/Rececionista Escola de Condução (M/F),Segurança Máxima - Escolas de Condução,Lisboa,12-9-2024,Administração / Secretariado
RECRUTAMENTO ABERTO - INSTRUTOR SALA / GT/PT (m/f),Fantastic4 Lda,Braga,12-9-2024,Desporto / Ginásios
Contabilista (m/f),"CONTRIBUTO, LDA",Setubal,12-9-2024,Contabilidade / Finanças
Comercial -  Leiria e Marinha Grande,ERA Marinha Grande e Nova Leiria,Leiria,12-9-2024,Comercial / Vendas
Consultor Imobiliário - REMAX DIRECT,Remax Direct,Braga,12-9-2024,Imobiliário
Operador Programador CNC Loures (M/F),"Perpitex, Sociedade Mecânica de Precisão Lda.",Lisboa,12-9-2024,Indústria / Produção
Assistente de Loja Porto,Daniel Silva,Porto,12-9-2024,Lojas / Comércio / Balcão
Coordenador/a de Formação,Instituto CRIAP,Porto,12-9-2024,Educação / Formação
Farmácia Porto (Porto) pretende admitir Profissionais de Farmácia,Farmácia,Porto,12-9-2024,Farmácia / Biotecnologia
Médico do Trabalho,ECCOSALVA MEDICAL SERVICES LDA,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Comercial de Alarmes - Vila Nova de Gaia,Sector Alarm Portugal Unipessoal Lda,Porto,12-9-2024,Comercial / Vendas
Medidor Orçamentista,"Concoarte-Conservação e Construção, Lda",Porto,12-9-2024,Engenharia ( Civil )
Terapeutas / Massagistas - Lisboa centro,Terra Heal Massage Temple,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Motorista Pesados c/ ADR,"TFUEL, Unipessoal Lda",Setubal,12-9-2024,Transportes / Logística
MOTORISTA TCC - Transporte Coletivo de Crianças - LISBOA Full-Time (M/F),Smartbus - Transportes Personalizados Lda,Lisboa,12-9-2024,Transportes / Logística
Técnico/a de Formação,Instituto CRIAP,Porto,12-9-2024,Educação / Formação
Motorista TVDE - Vários Turnos (Noite e Dia) - Porto ( Grande PORTO),UK IS NEAR UNIPESSOAL LDA,Porto,12-9-2024,Transportes / Logística
Caixeiro/a de loja - CC Colombo 10h,"Tea Shop Original Portugal, Unipessoal Lda.",Lisboa,12-9-2024,Lojas / Comércio / Balcão
"Oficiais de Construção, Pintores profissionais",RCF Engenharia Lda,Braga,12-9-2024,Construção Civil
Recrutamos Motorista Executivo (m/f) para empresa no Grande Porto,Interim Direct -Empresa de Trabalho Temporário,Porto,12-9-2024,Transportes / Logística
3 Pedreiros (m/f) - Sines,"IMGP Engineering, Lda.",Setubal,12-9-2024,Construção Civil
4 Carpinteiros de Cofragem (m/f) - Sines,"IMGP Engineering, Lda.",Setubal,12-9-2024,Construção Civil
6 Armadores de ferro (m/f) - Sines,"IMGP Engineering, Lda.",Setubal,12-9-2024,Construção Civil
Cozinheiros/as de 2ª/3ª e Empregados/as de mesa para restaurante de sucesso,"Churrasqueiras Rei dos Frangos, Lda",Leiria,12-9-2024,Restauração / Bares / Pastelarias
Apoio Técnico NOS - Porto - Campanhã,"RHmais, Org. e Gestão de Recursos Humanos, SA",Porto,12-9-2024,Call Center / Help Desk
Chefe de Equipa (Construção Civil) - Sines (M/F),"IMGP Engineering, Lda.",Setubal,12-9-2024,Construção Civil
Admitem-se 14 Ajudantes de Pintor (m/f) - Sines,"IMGP Engineering, Lda.",Setubal,12-9-2024,Conservação / Manutenção / Técnica
Farmacêutico(a) Junior - Seixal (Arrentela),"Salus Consulting, LDA",Lisboa,12-9-2024,Farmácia / Biotecnologia
Contabilista Certificado (m/f) - Mealhada,Ditame - Gestão de Pessoas,Coimbra,12-9-2024,Contabilidade / Finanças
Farmacêutico(a) Gestor - Farm. Comunitária - Cacém,"Salus Consulting, LDA",Lisboa,12-9-2024,Farmácia / Biotecnologia
Técnico/Ajudante p/ montagem de centrais fotovoltaicas e carregadores ME,"Franklim Prata - IRG,Lda",Aveiro,12-9-2024,Serviços Técnicos
Recrutamos Empregada de Andares (M/F) - Porto/Vila Nova de Gaia,Interim Direct -Empresa de Trabalho Temporário,Porto,12-9-2024,Hotelaria / Turismo
SALES SUPERVISOR (m/f),Service Innovation Group,Lisboa,12-9-2024,Comercial / Vendas
"Gerente de Loja (M/F)  Tavira, Tavira Plaza",Normalas Portugal LDA,Faro,12-9-2024,Lojas / Comércio / Balcão
SAFTI Portugal - Consultor Imobiliário: Distrito Faro,SAFTI Portugal,Faro,12-9-2024,Comercial / Vendas
Empregados de Mesa (M/F) -Extras,Interim Direct -Empresa de Trabalho Temporário,Porto,12-9-2024,Hotelaria / Turismo
SAFTI Portugal - Consultor Imobiliário: Distrito Santarém,SAFTI Portugal,Santarem,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Lisboa,SAFTI Portugal,Lisboa,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Viana do Castelo,SAFTI Portugal,Viana do Castelo,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Setúbal,SAFTI Portugal,Setubal,12-9-2024,Comercial / Vendas
Tecnico de pintura  de equipamentos industriais,Eurohidra,Setubal,12-9-2024,Indústria / Produção
SAFTI Portugal - Consultor Imobiliário: Distrito Aveiro,SAFTI Portugal,Aveiro,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Leiria,SAFTI Portugal,Leiria,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Coimbra,SAFTI Portugal,Coimbra,12-9-2024,Comercial / Vendas
Serralheiro Mecânico ( Zona de Palmela ),Eurohidra,Setubal,12-9-2024,Indústria / Produção
Técnicos/as de Electrotécnica - PORTO,iServices lda,Porto,12-9-2024,Engenharia ( Eletrotecnica )
SAFTI Portugal - Consultor Imobiliário: Distrito Braga,SAFTI Portugal,Braga,12-9-2024,Comercial / Vendas
SAFTI Portugal - Consultor Imobiliário: Distrito Porto,SAFTI Portugal,Porto,12-9-2024,Comercial / Vendas
Gerente de Loja - Restaurante Guacamole GMG - Alegro Alfragide,"G FOOD - RESTAURAÇÃO, LDA",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Técnico Manutenção Edifícios - Portimão,TRM,Faro,12-9-2024,Serviços Técnicos
Responsável Técnico de Laboratório de Cromatografia para Coimbra,"Conclusão, Lda",Coimbra,12-9-2024,Engenharia ( Química / Biologia )
Coordenador de Formação (M/F) - Coimbra,"Conclusão, Lda",Coimbra,12-9-2024,Educação / Formação
Coordenador/Gestor de Formação (M/F) - Coimbra,"Conclusão, Lda",Coimbra,12-9-2024,Educação / Formação
ENCARREGADO(A) I Construção Civil I Edifícios,Grupo Rolear,Faro,12-9-2024,Construção Civil
